"Step","Feb25_09-46-53_trpo_rover_TRPO - Reward / Total reward (mean)","Feb25_09-46-53_trpo_rover_TRPO - Reward / Total reward (mean)__MIN","Feb25_09-46-53_trpo_rover_TRPO - Reward / Total reward (mean)__MAX"
"9722","-0.21603464","-0.21603464","-0.21603464"
"9735","0.041472785","0.041472785","0.041472785"
"9764","0.53970313","0.53970313","0.53970313"
"9781","0.61581993","0.61581993","0.61581993"
"9802","0.14594358","0.14594358","0.14594358"
"9823","0.17172965","0.17172965","0.17172965"
"9840","0.21907794","0.21907794","0.21907794"
"9861","0.20788139","0.20788139","0.20788139"
"9882","0.467648","0.467648","0.467648"
"9899","0.4477407","0.4477407","0.4477407"
"9920","0.12863734","0.12863734","0.12863734"
"9941","0.14251274","0.14251274","0.14251274"
"9958","0.054959003","0.054959003","0.054959003"
"9979","0.2829824","0.2829824","0.2829824"
"10000","-0.16287741","-0.16287741","-0.16287741"
"10017","0.2095187","0.2095187","0.2095187"
"10038","-0.10872578","-0.10872578","-0.10872578"
"10059","0.12314616","0.12314616","0.12314616"
"10076","0.52246857","0.52246857","0.52246857"
"10097","0.44222412","0.44222412","0.44222412"
"10118","0.4915531","0.4915531","0.4915531"
"10135","0.38127968","0.38127968","0.38127968"
"10148","0.57533133","0.57533133","0.57533133"
"10177","-0.08758241","-0.08758241","-0.08758241"
"10194","-0.03345538","-0.03345538","-0.03345538"
"10215","0.5129446","0.5129446","0.5129446"
"10236","0.48845944","0.48845944","0.48845944"
"10253","0.64585644","0.64585644","0.64585644"
"10266","0.67395395","0.67395395","0.67395395"
"10295","0.13293497","0.13293497","0.13293497"
"10312","0.5541917","0.5541917","0.5541917"
"10333","0.6429333","0.6429333","0.6429333"
"10354","0.52607137","0.52607137","0.52607137"
"10371","0.5874207","0.5874207","0.5874207"
"10392","0.11897592","0.11897592","0.11897592"
"10413","0.27277505","0.27277505","0.27277505"
"10430","0.281255","0.281255","0.281255"
"10451","0.07725887","0.07725887","0.07725887"
"10472","0.29369667","0.29369667","0.29369667"
"10489","0.1344475","0.1344475","0.1344475"
"10510","0.2331172","0.2331172","0.2331172"
"10531","0.60846543","0.60846543","0.60846543"
"10548","0.66986895","0.66986895","0.66986895"
"10561","0.7757184","0.7757184","0.7757184"
"10590","0.34511545","0.34511545","0.34511545"
"10607","0.20147787","0.20147787","0.20147787"
"10628","0.5104017","0.5104017","0.5104017"
"10649","0.1820761","0.1820761","0.1820761"
"10666","0.021985544","0.021985544","0.021985544"
"10687","-0.22053728","-0.22053728","-0.22053728"
"10708","0.2863422","0.2863422","0.2863422"
"10725","0.10267878","0.10267878","0.10267878"
"10746","0.51857084","0.51857084","0.51857084"
"10767","0.7185788","0.7185788","0.7185788"
"10784","-0.17271881","-0.17271881","-0.17271881"
"10805","0.24367504","0.24367504","0.24367504"
"10826","0.45846188","0.45846188","0.45846188"
"10843","0.5676017","0.5676017","0.5676017"
"10864","0.089940466","0.089940466","0.089940466"
"10885","0.4406693","0.4406693","0.4406693"
"10902","-0.02914235","-0.02914235","-0.02914235"
"10923","0.015028236","0.015028236","0.015028236"
"10944","0.06603639","0.06603639","0.06603639"
"10961","0.508625","0.508625","0.508625"
"10982","0.07840961","0.07840961","0.07840961"
"11003","-0.0046011275","-0.0046011275","-0.0046011275"
"11020","0.24798693","0.24798693","0.24798693"
"11041","0.583476","0.583476","0.583476"
"11054","0.81406164","0.81406164","0.81406164"
"11079","0.00032193772","0.00032193772","0.00032193772"
"11100","0.47095746","0.47095746","0.47095746"
"11121","0.4999556","0.4999556","0.4999556"
"11138","0.9836191","0.9836191","0.9836191"
"11151","0.8648789","0.8648789","0.8648789"
"11180","0.4743413","0.4743413","0.4743413"
"11197","0.49116752","0.49116752","0.49116752"
"11218","0.1962701","0.1962701","0.1962701"
"11239","0.33001912","0.33001912","0.33001912"
"11256","0.2626139","0.2626139","0.2626139"
"11269","0.7022133","0.7022133","0.7022133"
"11298","0.8785594","0.8785594","0.8785594"
"11315","-0.27461508","-0.27461508","-0.27461508"
"11336","-0.07046433","-0.07046433","-0.07046433"
"11349","0.28504938","0.28504938","0.28504938"
"11366","0.27025127","0.27025127","0.27025127"
"11387","0.35584506","0.35584506","0.35584506"
"11416","0.1967835","0.1967835","0.1967835"
"11433","0.58421534","0.58421534","0.58421534"
"11454","0.2878966","0.2878966","0.2878966"
