"Step","Feb25_18-22-37_trpo_rover_TRPO - Loss / Policy loss","Feb25_18-22-37_trpo_rover_TRPO - Loss / Policy loss__MIN","Feb25_18-22-37_trpo_rover_TRPO - Loss / Policy loss__MAX"
"7055","9.934108e-9","9.934108e-9","9.934108e-9"
"7076","-3.973643e-9","-3.973643e-9","-3.973643e-9"
"7114","4.967054e-9","4.967054e-9","4.967054e-9"
"7135","5.960465e-9","5.960465e-9","5.960465e-9"
"7173","1.9868216e-9","1.9868216e-9","1.9868216e-9"
"7194","-3.973643e-9","-3.973643e-9","-3.973643e-9"
"7232","-7.947286e-9","-7.947286e-9","-7.947286e-9"
"7253","-1.09275184e-8","-1.09275184e-8","-1.09275184e-8"
"7291","-1.192093e-8","-1.192093e-8","-1.192093e-8"
"7312","1.9868216e-9","1.9868216e-9","1.9868216e-9"
"7350","5.960465e-9","5.960465e-9","5.960465e-9"
"7371","1.6887984e-8","1.6887984e-8","1.6887984e-8"
"7409","6.9538757e-9","6.9538757e-9","6.9538757e-9"
"7430","-1.5894573e-8","-1.5894573e-8","-1.5894573e-8"
"7468","1.3907751e-8","1.3907751e-8","1.3907751e-8"
"7489","0","0","0"
"7527","-1.5894573e-8","-1.5894573e-8","-1.5894573e-8"
"7548","2.8808913e-8","2.8808913e-8","2.8808913e-8"
"7586","7.947286e-9","7.947286e-9","7.947286e-9"
"7607","3.973643e-9","3.973643e-9","3.973643e-9"
"7645","3.973643e-9","3.973643e-9","3.973643e-9"
"7666","4.967054e-10","4.967054e-10","4.967054e-10"
"7704","7.947286e-9","7.947286e-9","7.947286e-9"
"7725","5.960465e-9","5.960465e-9","5.960465e-9"
"7763","-1.5894573e-8","-1.5894573e-8","-1.5894573e-8"
"7784","1.192093e-8","1.192093e-8","1.192093e-8"
"7822","7.450581e-9","7.450581e-9","7.450581e-9"
"7843","1.9868216e-9","1.9868216e-9","1.9868216e-9"
"7881","-9.934108e-10","-9.934108e-10","-9.934108e-10"
"7902","-1.9868216e-9","-1.9868216e-9","-1.9868216e-9"
"7940","6.9538757e-9","6.9538757e-9","6.9538757e-9"
"7961","1.192093e-8","1.192093e-8","1.192093e-8"
"7999","-2.9802325e-9","-2.9802325e-9","-2.9802325e-9"
"8020","7.947286e-9","7.947286e-9","7.947286e-9"
"8058","-4.967054e-9","-4.967054e-9","-4.967054e-9"
"8079","5.960465e-9","5.960465e-9","5.960465e-9"
"8117","-1.7881394e-8","-1.7881394e-8","-1.7881394e-8"
"8138","0","0","0"
"8176","5.960465e-9","5.960465e-9","5.960465e-9"
"8197","-8.940697e-9","-8.940697e-9","-8.940697e-9"
"8235","-1.4901161e-8","-1.4901161e-8","-1.4901161e-8"
