"Step","Feb12_14-13-59_PPO - Episode / Total timesteps (mean)","Feb12_14-13-59_PPO - Episode / Total timesteps (mean)__MIN","Feb12_14-13-59_PPO - Episode / Total timesteps (mean)__MAX"
"11624","423.2849","423.2849","423.2849"
"11644","447.8543","447.8543","447.8543"
"11653","392.171","392.171","392.171"
"11681","425.4246","425.4246","425.4246"
"11693","337.82135","337.82135","337.82135"
"11718","497.2441","497.2441","497.2441"
"11738","585.16864","585.16864","585.16864"
"11758","367.74417","367.74417","367.74417"
"11775","423.95474","423.95474","423.95474"
"11787","306.47437","306.47437","306.47437"
"11815","691.7512","691.7512","691.7512"
"11832","346.28644","346.28644","346.28644"
"11844","509.49533","509.49533","509.49533"
"11872","410.57697","410.57697","410.57697"
"11889","594.90576","594.90576","594.90576"
"11901","436.9494","436.9494","436.9494"
"11929","426.04965","426.04965","426.04965"
"11946","435.4158","435.4158","435.4158"
"11966","479.0605","479.0605","479.0605"
"11986","551.0037","551.0037","551.0037"
"12003","401.61804","401.61804","401.61804"
"12023","462.67535","462.67535","462.67535"
"12043","419.50525","419.50525","419.50525"
"12060","395.87933","395.87933","395.87933"
"12080","534.425","534.425","534.425"
"12100","358.0264","358.0264","358.0264"
"12117","544.967","544.967","544.967"
"12137","517.24536","517.24536","517.24536"
"12157","359.89792","359.89792","359.89792"
"12174","576.7771","576.7771","576.7771"
"12186","384.91248","384.91248","384.91248"
"12206","510.65152","510.65152","510.65152"
"12231","596.0598","596.0598","596.0598"
"12251","495.16666","495.16666","495.16666"
"12263","497.19894","497.19894","497.19894"
"12288","439.59067","439.59067","439.59067"
"12308","574.7648","574.7648","574.7648"
"12320","724.275","724.275","724.275"
"12345","579.4702","579.4702","579.4702"
"12357","319.67657","319.67657","319.67657"
"12385","647.73584","647.73584","647.73584"
"12402","721.1254","721.1254","721.1254"
"12422","561.5526","561.5526","561.5526"
"12442","594.7702","594.7702","594.7702"
"12459","495.44363","495.44363","495.44363"
"12471","620.56604","620.56604","620.56604"
"12499","517.6188","517.6188","517.6188"
"12516","392.75613","392.75613","392.75613"
"12536","521.9571","521.9571","521.9571"
"12556","641.77246","641.77246","641.77246"
"12565","554.5063","554.5063","554.5063"
"12593","485.60867","485.60867","485.60867"
"12613","579.098","579.098","579.098"
"12630","379.3485","379.3485","379.3485"
"12642","525.8653","525.8653","525.8653"
"12670","596.20575","596.20575","596.20575"
"12687","578.3172","578.3172","578.3172"
"12707","525.9485","525.9485","525.9485"
"12719","230.4021","230.4021","230.4021"
"12736","514.85565","514.85565","514.85565"
"12764","515.964","515.964","515.964"
"12784","417.08255","417.08255","417.08255"
"12801","464.44617","464.44617","464.44617"
"12821","433.57645","433.57645","433.57645"
"12833","529.2248","529.2248","529.2248"
"12858","556.1799","556.1799","556.1799"
"12878","485.06305","485.06305","485.06305"
"12898","486.7978","486.7978","486.7978"
"12915","614.2943","614.2943","614.2943"
"12935","640.3525","640.3525","640.3525"
